Parameter,Optimal of Male,Optimal of Female,Fitness of Male,Fitness of Female
"(0,6,-4,0.8)",0.165643,2.084368,-0.153198,-4.338143
"(0,6,-4,1)",0.139914,1.999975,-0.142793,-4.000000
"(0,6,-4,2)",0.165995,1.526722,-0.060548,-3.522579
"(0,6,-4,4)",0.166015,1.526722,-0.060532,-3.015633
"(0,6,-4,6)",0.166042,1.526722,-0.060511,-2.508510
"(0,6,-4,8)",0.166041,1.526722,-0.060511,-2.001516
"(0,6,-4,10)",0.166012,1.526722,-0.060534,-1.494925
"(0,6,-2,0)",0.086771,1.037217,-0.037296,-1.088616
"(0,6,-2,0.2)",0.074121,1.036943,-0.038402,-1.075494
"(0,6,-2,0.4)",0.074063,1.036991,-0.038405,-1.075435
"(0,6,-2,0.6)",0.074305,1.036943,-0.038401,-1.075685
"(0,6,-2,0.8)",0.074090,1.036913,-0.038400,-1.075463
"(0,6,-2,1)",0.071409,0.999985,-0.035713,-1.000000
"(0,6,-2,2)",0.069833,0.964313,-0.033204,-0.931386
"(0,6,-2,4)",0.058859,0.621924,-0.012355,-0.747242
"(0,6,-2,6)",0.066678,0.621924,-0.010347,-0.649715
"(0,6,-2,8)",0.043601,0.621924,-0.013809,-0.667242
"(0,6,-2,10)",0.063106,0.621924,-0.011370,-0.503832
"(0,6,0,0)",-0.012209,0.000203,0.001046,0.000003
"(0,6,0,0.2)",-0.011883,0.002419,0.001017,0.000035
"(0,6,0,0.4)",0.000273,0.001203,0.000000,0.000001
"(0,6,0,0.6)",0.000210,0.000183,0.000000,-0.000000
"(0,6,0,0.8)",0.004957,0.004180,0.000151,-0.000003
"(0,6,0,1)",-0.000039,0.000000,0.000000,0.000000
"(0,6,0,2)",-0.000022,-0.005476,-0.000000,0.000030
"(0,6,0,4)",-0.007759,-0.002559,0.000402,0.000066
"(0,6,0,6)",-0.002398,-0.000745,0.000038,0.000009
"(0,6,0,8)",-0.006873,0.004884,0.000364,-0.000211
"(0,6,0,10)",-0.043408,0.041074,0.014973,-0.014360
"(0,6,2,0)",-0.075567,-1.037726,-0.038445,-1.076995
"(0,6,2,0.2)",-0.070049,-1.036149,-0.038233,-1.071274
"(0,6,2,0.4)",-0.075359,-1.036034,-0.038322,-1.076776
"(0,6,2,0.6)",-0.076067,-1.037881,-0.038445,-1.077513
"(0,6,2,0.8)",-0.075389,-1.037307,-0.038417,-1.076810
"(0,6,2,1)",-0.071413,-1.000065,-0.035719,-1.000000
"(0,6,2,2)",-0.065313,-0.964921,-0.033161,-0.935748
"(0,6,2,4)",-0.065313,-0.620319,-0.010654,-0.734297
"(0,6,2,6)",-0.065310,-0.620319,-0.010655,-0.653279
"(0,6,2,8)",-0.065317,-0.620319,-0.010653,-0.572219
"(0,6,2,10)",-0.065320,-0.620319,-0.010652,-0.491171
"(0,6,4,0)",-0.149150,-2.074206,-0.153648,-4.303861
"(0,6,4,0.2)",-0.148154,-2.072980,-0.153473,-4.301795
"(0,6,4,0.4)",-0.149750,-2.059017,-0.151362,-4.304854
"(0,6,4,0.6)",-0.145401,-2.075297,-0.153760,-4.296081
"(0,6,4,0.8)",-0.147407,-2.072980,-0.153470,-4.300245
"(0,6,4,1)",-0.146305,-2.000182,-0.142801,-4.000000
"(0,6,4,2)",-0.138298,-2.027907,-0.146571,-3.718765
"(0,6,4,4)",-0.127984,-2.027907,-0.144880,-3.220601
"(0,6,4,6)",-0.082650,-2.027907,-0.119790,-3.161185
"(0,6,4,8)",-0.029712,-2.027907,-0.054073,-3.577451
"(0,6,4,10)",-0.051605,-2.027907,-0.086009,-3.057367
"(0,6,6,0)",-0.397867,-3.110999,-0.129676,-10.225444
"(0,6,6,0.2)",-0.234703,-3.112120,-0.344825,-9.717854
"(0,6,6,0.4)",-0.193091,-3.112363,-0.339980,-9.588345
"(0,6,6,0.6)",-0.256783,-3.108667,-0.336690,-9.786444
"(0,6,6,0.8)",-0.245461,-3.112363,-0.342206,-9.751338
"(0,6,6,1)",-0.342577,-2.999676,-0.206106,-9.000000
"(0,6,6,2)",-0.227132,-2.892129,-0.295772,-8.331468
"(0,6,6,4)",-0.187643,-2.027907,-0.134054,-6.913470
"(0,6,6,6)",-0.073259,-2.027907,-0.110994,-7.312223
"(0,6,6,8)",-0.091329,-2.027907,-0.126820,-6.758593
"(0,6,6,10)",-0.119656,-2.027907,-0.142428,-5.871174
"(0,6,8,0)",-0.295730,-4.143022,-0.613022,-17.204762
"(0,6,8,0.2)",-0.296263,-4.164151,-0.619282,-17.206738
"(0,6,8,0.4)",-0.295943,-4.148801,-0.614733,-17.205666
"(0,6,8,0.6)",-0.296438,-4.148254,-0.614572,-17.207720
"(0,6,8,0.8)",-0.296560,-4.146541,-0.614063,-17.208225
"(0,6,8,1)",-0.288865,-4.000369,-0.571466,-16.000000
"(0,6,8,2)",-0.275045,-3.924883,-0.549971,-14.914839
"(0,6,8,4)",-0.258745,-5.385013,-0.924702,-9.901708
"(0,6,8,6)",-0.272029,-5.385013,-0.946881,-6.757351
"(0,6,8,8)",-0.357061,-5.385013,-1.030330,-0.622299
"(0,6,8,10)",-0.221626,-5.385013,-0.849633,-3.340601
"(0,6,10,0)",-0.369853,-5.178223,-0.957643,-26.883415
"(0,6,10,0.2)",-0.371106,-5.185091,-0.960180,-26.889961
"(0,6,10,0.4)",-0.370638,-5.183781,-0.959699,-26.887529
"(0,6,10,0.6)",-0.371381,-5.184650,-0.960014,-26.891384
"(0,6,10,0.8)",-0.370332,-5.183781,-0.959700,-26.885942
"(0,6,10,1)",-0.357124,-5.000000,-0.892857,-25.000000
"(0,6,10,2)",-0.344990,-5.385013,-1.024649,-22.993986
"(0,6,10,4)",-0.325392,-5.385013,-1.011081,-19.595037
"(0,6,10,6)",-0.313163,-5.385013,-0.999889,-16.419838
"(0,6,10,8)",-0.400186,-5.385013,-1.033965,-9.766720
"(0,6,10,10)",-0.464164,-5.385013,-0.991391,-2.355995
"(0,8,-10,0)",0.287639,5.140297,-0.733924,-26.458864
"(0,8,-10,0.2)",0.426609,5.143998,-0.556520,-27.173738
"(0,8,-10,0.4)",0.285727,5.145484,-0.735444,-26.449036
"(0,8,-10,0.6)",0.189237,5.143986,-0.651136,-25.952698
"(0,8,-10,0.8)",0.296791,5.143986,-0.733925,-26.505957
"(0,8,-10,1)",0.303615,5.000665,-0.688638,-25.000000
"(0,8,-10,2)",0.269220,4.849214,-0.653191,-23.671757
"(0,8,-10,4)",0.203364,4.579964,-0.559188,-22.029369
"(0,8,-10,6)",0.203358,4.254776,-0.493052,-20.118439
"(0,8,-10,8)",0.203390,4.136545,-0.469025,-18.365122
"(0,8,-10,10)",0.203364,3.639535,-0.367938,-16.487793
"(0,8,-8,0)",0.207888,4.112145,-0.465909,-16.842291
"(0,8,-8,0.2)",0.228548,4.112145,-0.469715,-16.927246
"(0,8,-8,0.4)",0.229102,4.120258,-0.471570,-16.929497
"(0,8,-8,0.6)",0.225874,4.111791,-0.469575,-16.916248
"(0,8,-8,0.8)",0.228146,4.119824,-0.471466,-16.925564
"(0,8,-8,1)",0.222179,4.000016,-0.444448,-16.000000
"(0,8,-8,2)",0.203335,3.889304,-0.418726,-15.196913
"(0,8,-8,4)",0.203326,3.666847,-0.373492,-13.652313
"(0,8,-8,6)",0.203350,3.444462,-0.328270,-12.189221
"(0,8,-8,8)",0.203358,3.222528,-0.283137,-10.808254
"(0,8,-8,10)",0.203362,1.526722,0.061727,-7.088602
"(0,8,-6,0)",0.140690,3.087116,-0.256183,-9.426736
"(0,8,-6,0.2)",0.171225,3.086246,-0.264580,-9.521004
"(0,8,-6,0.4)",0.177629,3.086078,-0.264208,-9.540767
"(0,8,-6,0.6)",0.153839,3.085973,-0.261745,-9.467351
"(0,8,-6,0.8)",0.170070,3.086252,-0.264565,-9.517441
"(0,8,-6,1)",0.227788,3.000688,-0.216534,-9.000000
"(0,8,-6,2)",0.178534,2.917011,-0.233916,-8.472328
"(0,8,-6,4)",0.178582,2.750166,-0.204107,-7.464196
"(0,8,-6,6)",0.178579,1.526722,0.014374,-5.466249
"(0,8,-6,8)",0.178576,1.526722,0.014368,-4.921001
"(0,8,-6,10)",0.178573,1.526722,0.014364,-4.375766
"(0,8,-4,0)",0.121672,2.055109,-0.116813,-4.247012
"(0,8,-4,0.2)",0.133522,2.058669,-0.114424,-4.271436
"(0,8,-4,0.4)",0.103096,2.063836,-0.117114,-4.208699
"(0,8,-4,0.6)",0.133495,2.047441,-0.112935,-4.271072
"(0,8,-4,0.8)",0.112692,2.095360,-0.121835,-4.227036
"(0,8,-4,1)",0.104141,2.000001,-0.110674,-4.000000
"(0,8,-4,2)",0.129144,1.944688,-0.101041,-3.745797
"(0,8,-4,4)",0.129141,1.526722,-0.047066,-3.184522
"(0,8,-4,6)",0.129109,1.526722,-0.047091,-2.790441
"(0,8,-4,8)",0.129140,1.526722,-0.047066,-2.395879
"(0,8,-4,10)",0.129097,1.526722,-0.047101,-2.002153
"(0,8,-2,0)",0.055988,1.029854,-0.029448,-1.056768
"(0,8,-2,0.2)",0.055475,1.027734,-0.029316,-1.056244
"(0,8,-2,0.4)",0.060596,1.028598,-0.029282,-1.061511
"(0,8,-2,0.6)",0.055419,1.028493,-0.029357,-1.056186
"(0,8,-2,0.8)",0.054460,1.027455,-0.029262,-1.055202
"(0,8,-2,1)",0.055538,0.999985,-0.027777,-1.000000
"(0,8,-2,2)",0.054738,0.972020,-0.026240,-0.946011
"(0,8,-2,4)",0.050767,0.621924,-0.008378,-0.762340
"(0,8,-2,6)",0.047841,0.621924,-0.009155,-0.708291
"(0,8,-2,8)",0.048772,0.621924,-0.008924,-0.644732
"(0,8,-2,10)",0.018089,0.621924,-0.008305,-0.755810
"(0,8,0,0)",-0.000046,0.015134,0.000001,0.000230
"(0,8,0,0.2)",-0.004618,0.000001,0.000192,0.000000
"(0,8,0,0.4)",0.003594,0.000001,0.000116,-0.000000
"(0,8,0,0.6)",-0.005069,0.000001,0.000231,0.000000
"(0,8,0,0.8)",-0.012254,0.013603,0.001518,0.000352
"(0,8,0,1)",-0.000092,0.000000,0.000000,0.000000
"(0,8,0,2)",-0.005069,-0.000061,0.000231,0.000000
"(0,8,0,4)",-0.004984,-0.045402,-0.000003,0.002740
"(0,8,0,6)",-0.015912,-0.054617,0.001410,0.007328
"(0,8,0,8)",-0.002566,-0.020823,0.000006,0.000808
"(0,8,0,10)",-0.008301,-0.061447,0.000110,0.008366
"(0,8,2,0)",-0.058182,-1.028863,-0.029395,-1.059028
"(0,8,2,0.2)",-0.058620,-1.028138,-0.029343,-1.059478
"(0,8,2,0.4)",-0.054505,-1.027769,-0.029281,-1.055248
"(0,8,2,0.6)",-0.058627,-1.028465,-0.029362,-1.059485
"(0,8,2,0.8)",-0.058623,-1.028465,-0.029362,-1.059482
"(0,8,2,1)",-0.058919,-1.000065,-0.027680,-1.000000
"(0,8,2,2)",-0.050788,-0.972498,-0.026176,-0.949852
"(0,8,2,4)",-0.050803,-0.620319,-0.008286,-0.761301
"(0,8,2,6)",-0.050792,-0.620319,-0.008289,-0.698307
"(0,8,2,8)",-0.050799,-0.620319,-0.008287,-0.635262
"(0,8,2,10)",-0.050790,-0.620319,-0.008289,-0.572290
"(0,8,4,0)",-0.109523,-2.057735,-0.117412,-4.222035
"(0,8,4,0.2)",-0.114937,-2.057262,-0.117561,-4.233176
"(0,8,4,0.4)",-0.112857,-2.057659,-0.117591,-4.228897
"(0,8,4,0.6)",-0.110287,-2.057232,-0.117417,-4.223611
"(0,8,4,0.8)",-0.101215,-2.055826,-0.115880,-4.204964
"(0,8,4,1)",-0.128545,-1.999985,-0.108374,-4.000000
"(0,8,4,2)",-0.109054,-2.027907,-0.114116,-3.778070
"(0,8,4,4)",-0.101731,-2.027907,-0.113158,-3.380315
"(0,8,4,6)",-0.105512,-2.027907,-0.113773,-2.929379
"(0,8,4,8)",-0.168122,-2.027907,-0.086551,-1.612670
"(0,8,4,10)",-0.067842,-2.027907,-0.096154,-2.761029
"(0,8,6,0)",-0.229185,-3.086714,-0.234697,-9.699909
"(0,8,6,0.2)",-0.168349,-3.083563,-0.264042,-9.512133
"(0,8,6,0.4)",-0.319861,-3.084017,-0.065657,-9.979398
"(0,8,6,0.6)",-0.123439,-3.084017,-0.243553,-9.373630
"(0,8,6,0.8)",-0.273257,-3.086714,-0.171441,-9.835948
"(0,8,6,1)",-0.192271,-2.999676,-0.244037,-9.000000
"(0,8,6,2)",-0.161862,-2.916356,-0.236254,-8.520957
"(0,8,6,4)",-0.288087,-2.027907,0.162733,-6.302395
"(0,8,6,6)",-0.141552,-2.027907,-0.106722,-6.619763
"(0,8,6,8)",-0.318872,-2.027907,0.268472,-3.528534
"(0,8,6,10)",-0.050789,-2.027907,-0.079779,-7.128081
"(0,8,8,0)",-0.229627,-4.077687,-0.461790,-16.930313
"(0,8,8,0.2)",-0.224730,-4.148254,-0.477705,-16.910255
"(0,8,8,0.4)",-0.235709,-4.124474,-0.472147,-16.956682
"(0,8,8,0.6)",-0.229581,-4.077687,-0.461793,-16.930126
"(0,8,8,0.8)",-0.225093,-4.077687,-0.461857,-16.911823
"(0,8,8,1)",-0.224086,-3.999611,-0.444326,-15.999998
"(0,8,8,2)",-0.260968,-3.921857,-0.410541,-14.970416
"(0,8,8,4)",-0.298642,-5.385013,-0.805508,-9.257167
"(0,8,8,6)",-0.200317,-5.385013,-0.717568,-8.688183
"(0,8,8,8)",-0.220840,-5.385013,-0.750294,-5.757154
"(0,8,8,10)",-0.172707,-5.385013,-0.661581,-5.711460
"(0,8,10,0)",-0.286294,-5.143630,-0.734912,-26.451962
"(0,8,10,0.2)",-0.285340,-5.142941,-0.734717,-26.447054
"(0,8,10,0.4)",-0.285424,-5.147686,-0.736071,-26.447460
"(0,8,10,0.6)",-0.285528,-5.154162,-0.737922,-26.447893
"(0,8,10,0.8)",-0.289876,-5.139346,-0.733520,-26.470354
"(0,8,10,1)",-0.277834,-5.000000,-0.694445,-25.000000
"(0,8,10,2)",-0.287510,-5.385013,-0.804287,-23.303518
"(0,8,10,4)",-0.279045,-5.385013,-0.801866,-20.343788
"(0,8,10,6)",-0.216395,-5.385013,-0.743849,-19.025305
"(0,8,10,8)",-0.152355,-5.385013,-0.611526,-19.108721
"(0,8,10,10)",-0.214869,-5.385013,-0.741553,-14.438138
"(0,10,-10,0)",0.290925,5.115845,-0.557317,-26.474905
"(0,10,-10,0.2)",0.309794,5.120481,-0.530599,-26.571779
"(0,10,-10,0.4)",0.255000,5.114199,-0.588846,-26.291080
"(0,10,-10,0.6)",0.243221,5.114199,-0.593159,-26.230841
"(0,10,-10,0.8)",0.234281,5.112671,-0.594038,-26.185104
"(0,10,-10,1)",0.248774,5.000665,-0.563262,-25.000000
"(0,10,-10,2)",0.222171,4.877306,-0.540636,-23.901352
"(0,10,-10,4)",0.166364,4.664494,-0.471557,-22.559422
"(0,10,-10,6)",0.166371,4.431549,-0.432809,-20.990465
"(0,10,-10,8)",0.166376,4.273318,-0.406487,-19.495090
"(0,10,-10,10)",0.166411,4.008868,-0.362501,-18.013586
"(0,10,-8,0)",0.182041,4.092183,-0.380417,-16.736448
"(0,10,-8,0.2)",0.198104,4.091984,-0.378941,-16.802179
"(0,10,-8,0.4)",0.166067,4.092183,-0.376216,-16.671080
"(0,10,-8,0.6)",0.186064,4.092464,-0.380642,-16.752913
"(0,10,-8,0.8)",0.180178,4.092183,-0.380216,-16.728825
"(0,10,-8,1)",0.181771,4.000950,-0.363809,-15.999999
"(0,10,-8,2)",0.166400,3.909778,-0.346009,-15.341271
"(0,10,-8,4)",0.166371,3.727231,-0.315631,-14.065281
"(0,10,-8,6)",0.166373,3.545011,-0.285314,-12.844017
"(0,10,-8,8)",0.166356,3.363970,-0.255199,-11.678158
"(0,10,-8,10)",0.166345,3.181172,-0.224795,-10.566958
"(0,10,-6,0)",0.140020,3.070909,-0.214327,-9.424961
"(0,10,-6,0.2)",0.139578,3.068311,-0.213967,-9.423603
"(0,10,-6,0.4)",0.139528,3.069094,-0.214076,-9.423450
"(0,10,-6,0.6)",0.147397,3.068127,-0.213248,-9.447593
"(0,10,-6,0.8)",0.135251,3.068640,-0.213815,-9.410325
"(0,10,-6,1)",0.180500,3.000688,-0.183241,-9.000000
"(0,10,-6,2)",0.146105,2.931362,-0.193473,-8.567002
"(0,10,-6,4)",0.146099,2.795550,-0.173633,-7.732917
"(0,10,-6,6)",0.146102,2.659583,-0.153767,-6.941263
"(0,10,-6,8)",0.146102,1.526722,0.011746,-5.268056
"(0,10,-6,10)",0.146120,1.526722,0.011777,-4.821688
"(0,10,-4,0)",0.110265,2.048073,-0.092089,-4.223519
"(0,10,-4,0.2)",0.118667,2.048100,-0.088141,-4.240729
"(0,10,-4,0.4)",0.118264,2.046378,-0.088163,-4.239863
"(0,10,-4,0.6)",0.108254,2.051957,-0.093224,-4.219432
"(0,10,-4,0.8)",0.125836,2.052238,-0.084064,-4.255516
"(0,10,-4,1)",0.087584,1.999975,-0.090785,-4.000000
"(0,10,-4,2)",0.105658,1.949465,-0.083177,-3.791469
"(0,10,-4,4)",0.105664,1.526722,-0.038506,-3.292050
"(0,10,-4,6)",0.105668,1.526722,-0.038502,-2.969376
"(0,10,-4,8)",0.105648,1.526722,-0.038518,-2.646938
"(0,10,-4,10)",0.105653,1.526722,-0.038514,-2.324281
"(0,10,-2,0)",0.045323,1.022721,-0.023757,-1.045836
"(0,10,-2,0.2)",0.046426,1.022673,-0.023770,-1.046964
"(0,10,-2,0.4)",0.046493,1.023428,-0.023805,-1.047033
"(0,10,-2,0.6)",0.047742,1.022673,-0.023752,-1.048310
"(0,10,-2,0.8)",0.047216,1.022884,-0.023774,-1.047773
"(0,10,-2,1)",0.045451,0.999985,-0.022727,-1.000000
"(0,10,-2,2)",0.049896,0.977334,-0.021379,-0.950722
"(0,10,-2,4)",0.042355,0.931898,-0.019737,-0.876951
"(0,10,-2,6)",0.045217,0.621924,-0.005631,-0.716452
"(0,10,-2,8)",0.055356,0.621924,-0.000720,-0.616068
"(0,10,-2,10)",0.039383,0.621924,-0.007432,-0.636620
"(0,10,0,0)",-0.013346,0.004787,0.002023,0.000087
"(0,10,0,0.2)",0.000575,0.015134,-0.000005,0.000220
"(0,10,0,0.4)",-0.001962,0.010925,0.000064,0.000141
"(0,10,0,0.6)",0.003140,0.005477,0.000091,0.000013
"(0,10,0,0.8)",-0.000936,-0.000010,0.000010,-0.000000
"(0,10,0,1)",-0.000074,0.000000,0.000000,0.000000
"(0,10,0,2)",-0.002654,-0.015131,0.000037,0.000269
"(0,10,0,4)",-0.001161,-0.016427,-0.000004,0.000327
"(0,10,0,6)",-0.002221,-0.008366,0.000036,0.000163
"(0,10,0,8)",-0.002310,-0.018516,0.000016,0.000642
"(0,10,0,10)",-0.002062,-0.136198,-0.000234,0.021077
"(0,10,2,0)",-0.049217,-1.024156,-0.023760,-1.049823
"(0,10,2,0.2)",-0.048218,-1.023745,-0.023788,-1.048799
"(0,10,2,0.4)",-0.056210,-1.022846,-0.022739,-1.056973
"(0,10,2,0.6)",-0.047986,-1.023184,-0.023769,-1.048561
"(0,10,2,0.8)",-0.047828,-1.023783,-0.023803,-1.048400
"(0,10,2,1)",-0.053128,-1.000061,-0.022083,-1.000000
"(0,10,2,2)",-0.041564,-0.976065,-0.021566,-0.958858
"(0,10,2,4)",-0.041565,-0.930661,-0.019679,-0.879143
"(0,10,2,6)",-0.041565,-0.620319,-0.006779,-0.726925
"(0,10,2,8)",-0.041565,-0.620319,-0.006779,-0.675358
"(0,10,2,10)",-0.041565,-0.620319,-0.006779,-0.623789
"(0,10,4,0)",-0.098331,-2.045833,-0.094810,-4.199068
"(0,10,4,0.2)",-0.090936,-2.046269,-0.095117,-4.183939
"(0,10,4,0.4)",-0.092615,-2.046283,-0.095164,-4.187376
"(0,10,4,0.6)",-0.092515,-2.045812,-0.095119,-4.187170
"(0,10,4,0.8)",-0.085296,-2.043354,-0.094260,-4.172410
"(0,10,4,1)",-0.084949,-2.000182,-0.090534,-4.000000
"(0,10,4,2)",-0.088819,-2.027907,-0.093340,-3.819104
"(0,10,4,4)",-0.083244,-2.027907,-0.092586,-3.492786
"(0,10,4,6)",-0.080472,-2.027907,-0.091957,-3.183270
"(0,10,4,8)",-0.041565,-2.027907,-0.065286,-3.409187
"(0,10,4,10)",-0.116325,-2.027907,-0.087050,-1.876161
"(0,10,6,0)",-0.215669,-3.069364,-0.150322,-9.657155
"(0,10,6,0.2)",-0.147090,-3.068311,-0.213328,-9.446651
"(0,10,6,0.4)",-0.168628,-3.069237,-0.204770,-9.512766
"(0,10,6,0.6)",-0.191748,-3.069194,-0.184071,-9.583725
"(0,10,6,0.8)",-0.203625,-3.070780,-0.169193,-9.620277
"(0,10,6,1)",-0.129020,-2.999483,-0.203885,-9.000000
"(0,10,6,2)",-0.124807,-2.931675,-0.194549,-8.629440
"(0,10,6,4)",-0.107845,-2.027907,-0.090764,-7.398935
"(0,10,6,6)",-0.123670,-2.027907,-0.082554,-6.801075
"(0,10,6,8)",-0.107959,-2.027907,-0.090724,-6.522522
"(0,10,6,10)",-0.319861,-2.027907,0.476773,-2.217201
"(0,10,8,0)",-0.185126,-4.089654,-0.380113,-16.749063
"(0,10,8,0.2)",-0.189376,-4.105640,-0.383014,-16.766350
"(0,10,8,0.4)",-0.195374,-4.090802,-0.379355,-16.790991
"(0,10,8,0.6)",-0.187805,-4.077687,-0.377832,-16.759775
"(0,10,8,0.8)",-0.184751,-4.127070,-0.387018,-16.746332
"(0,10,8,1)",-0.211733,-4.000367,-0.353870,-16.000000
"(0,10,8,2)",-0.178222,-3.922405,-0.349665,-15.294918
"(0,10,8,4)",-0.172420,-5.385013,-0.601468,-11.296294
"(0,10,8,6)",-0.167733,-5.385013,-0.593766,-9.565518
"(0,10,8,8)",-0.169109,-5.385013,-0.596078,-7.707152
"(0,10,8,10)",-0.174304,-5.385013,-0.604428,-5.634085
"(0,10,10,0)",-0.232529,-5.115189,-0.594663,-26.176159
"(0,10,10,0.2)",-0.232456,-5.115189,-0.594663,-26.175791
"(0,10,10,0.4)",-0.234170,-5.116387,-0.594913,-26.184561
"(0,10,10,0.6)",-0.233076,-5.115189,-0.594659,-26.178957
"(0,10,10,0.8)",-0.232770,-5.110443,-0.593557,-26.177361
"(0,10,10,1)",-0.227266,-5.000000,-0.568182,-25.000000
"(0,10,10,2)",-0.220146,-5.385013,-0.652382,-23.666275
"(0,10,10,4)",-0.212277,-5.385013,-0.647437,-21.422428
"(0,10,10,6)",-0.285345,-5.385013,-0.640947,-17.168823
"(0,10,10,8)",-0.193969,-5.385013,-0.630662,-17.540096
"(0,10,10,10)",-0.152617,-5.385013,-0.565633,-17.455175
"(2,0,-10,0)",2.052449,6.220624,-4.450068,-36.277588
"(2,0,-10,0.2)",2.041743,5.994174,-3.986361,-36.250183
"(2,0,-10,0.4)",2.077821,6.147558,-4.300543,-36.456638
"(2,0,-10,0.6)",1.916992,5.910733,-3.821986,-35.501396
"(2,0,-10,0.8)",2.036807,6.191154,-4.387988,-36.191338
"(2,0,-10,1)",1.500227,5.000665,-2.250997,-25.000000
"(2,0,-10,2)",-0.999754,4.140123,3.139104,-28.399714
"(2,0,-10,4)",-0.999754,1.526722,0.526346,-17.515375
"(2,0,-10,6)",-0.999754,1.526722,0.526346,-20.568068
"(2,0,-10,8)",-753.917297,-29.442596,544686.187500,156542.281250
"(2,0,-10,10)",526709.000000,-486168.656250,533492826112.000000,-2068259930112.000000
"(2,0,-8,0)",1.349543,4.754722,-1.896349,-21.847097
"(2,0,-8,0.2)",1.331100,4.726584,-1.857529,-21.763632
"(2,0,-8,0.4)",1.321854,4.534074,-1.602378,-21.708151
"(2,0,-8,0.6)",1.332543,4.678480,-1.793519,-21.773941
"(2,0,-8,0.8)",1.407651,4.799164,-1.958764,-22.116884
"(2,0,-8,1)",-0.999754,4.000016,2.999031,-15.999999
"(2,0,-8,2)",-0.999754,3.375484,2.374653,-18.984632
"(2,0,-8,4)",-0.999754,1.526722,0.526346,-14.461932
"(2,0,-8,6)",-0.999754,1.526722,0.526346,-17.514624
"(2,0,-8,8)",-60.510849,462.373718,31519.167969,14240.088867
"(2,0,-8,10)",4941692338876448768.000000,8860462281188704256.000000,-19365355665229762884481294279557251072.000000,inf
"(2,0,-6,0)",-0.999754,1.526722,0.526346,-5.303105
"(2,0,-6,0.2)",-0.999754,1.526722,0.526346,-5.303105
"(2,0,-6,0.4)",-0.999754,1.526722,0.526346,-5.303105
"(2,0,-6,0.6)",-0.999754,1.526722,0.526346,-5.303105
"(2,0,-6,0.8)",-0.999754,1.526722,0.526346,-5.303105
"(2,0,-6,1)",-0.999754,3.000688,1.999949,-8.999999
"(2,0,-6,2)",-0.999754,3.500483,2.499621,-12.249137
"(2,0,-6,4)",-0.999754,1.526722,0.526346,-11.408489
"(2,0,-6,6)",-0.999754,1.526722,0.526346,-14.461181
"(2,0,-6,8)",4981.207520,-12017.999023,84686544.000000,-274544608.000000
"(2,0,-6,10)",908797888.000000,-1072600000.000000,1800690258895962112.000000,-7622518291185008640.000000
"(2,0,-4,0)",-0.999754,1.526722,0.526346,-2.249662
"(2,0,-4,0.2)",-0.999754,1.526722,0.526346,-2.249662
"(2,0,-4,0.4)",-0.999754,1.526722,0.526346,-2.249662
"(2,0,-4,0.6)",-0.999754,1.526722,0.526346,-2.249662
"(2,0,-4,0.8)",-0.999754,1.526722,0.526346,-2.249662
"(2,0,-4,1)",-0.999754,1.999975,0.999483,-4.000000
"(2,0,-4,2)",-0.999754,2.499917,1.499301,-6.249385
"(2,0,-4,4)",-0.999754,3.500772,2.499910,-12.247413
"(2,0,-4,6)",-0.999754,1.526722,0.526346,-11.407737
"(2,0,-4,8)",-102.402962,306.528748,41671.011719,-126992.406250
"(2,0,-4,10)",191768.437500,2240.719482,36345819136.000000,3872305152.000000
"(2,0,-2,0)",-0.999754,0.621924,-0.378229,-0.235288
"(2,0,-2,0.2)",-0.999754,0.621924,-0.378229,-0.235288
"(2,0,-2,0.4)",-0.999754,0.621924,-0.378229,-0.235288
"(2,0,-2,0.6)",-0.999754,0.621924,-0.378229,-0.235288
"(2,0,-2,0.8)",-0.999754,0.621924,-0.378229,-0.235288
"(2,0,-2,1)",-0.999754,0.999996,-0.000250,-1.000000
"(2,0,-2,2)",-0.999754,1.500004,0.499634,-2.249631
"(2,0,-2,4)",-0.999754,2.500029,1.499413,-6.248153
"(2,0,-2,6)",-0.999754,3.500580,2.499719,-12.245689
"(2,0,-2,8)",708.325562,-2317.861572,2144942.250000,-6115486.500000
"(2,0,-2,10)",3895277501995286528.000000,39428007584977649664.000000,-138409840413386680993512003812942938112.000000,inf
"(2,0,0,0)",-1.335472,-0.648888,-1.754031,-0.445516
"(2,0,0,0.2)",-1.314702,-0.670140,-1.781997,-0.431947
"(2,0,0,0.4)",-1.311556,-0.675552,-1.788957,-0.429654
"(2,0,0,0.6)",-1.343785,-0.672133,-1.785014,-0.451439
"(2,0,0,0.8)",-1.332338,-0.654504,-1.761572,-0.443645
"(2,0,0,1)",-0.999855,0.000000,-1.000000,0.000000
"(2,0,0,2)",-1.017474,0.500040,-0.490917,-0.258738
"(2,0,0,4)",-0.999856,1.499955,0.499739,-2.249353
"(2,0,0,6)",-0.999853,2.499998,1.499631,-6.248162
"(2,0,0,8)",841805.812500,3.499646,708635787264.000000,20622166.000000
"(2,0,0,10)",60937772.000000,-396347072.000000,27865919615139840.000000,-60281575396343808.000000
"(2,0,2,0)",-1.986842,-2.068188,-4.135306,-3.968137
"(2,0,2,0.2)",-2.008402,-2.041730,-4.083739,-4.015413
"(2,0,2,0.4)",-1.985942,-1.981764,-3.963588,-3.971807
